0,Date,city,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow,latitude,longitude
22573,08/08/2014,NorfolkIsland,14.1,19.1,0.0,3.0,8.4,W,39.0,W,SW,26.0,22.0,63.0,66.0,1025.2,1023.5,2.0,3.0,17.1,17.8,No,0.2,No,-31.746634699078918,150.04787277291757
22574,09/08/2014,NorfolkIsland,13.9,17.1,0.2,3.8,8.9,SE,37.0,SE,SSE,17.0,20.0,56.0,63.0,1027.7,1026.1,3.0,1.0,15.3,15.8,No,0.2,No,-31.746634699078918,150.04787277291757
22575,10/08/2014,NorfolkIsland,11.3,17.8,0.2,3.6,8.5,ENE,35.0,ENE,E,19.0,17.0,80.0,65.0,1027.3,1024.4,5.0,5.0,13.7,16.2,No,0.0,No,-31.746634699078918,150.04787277291757
22576,11/08/2014,NorfolkIsland,10.3,18.6,0.0,2.8,10.1,NNE,35.0,NE,NNE,17.0,22.0,65.0,66.0,1023.4,1020.5,1.0,1.0,16.4,17.9,No,7.8,Yes,-31.746634699078918,150.04787277291757
22577,12/08/2014,NorfolkIsland,14.1,18.9,7.8,3.0,9.9,SSW,35.0,WNW,SW,13.0,19.0,73.0,69.0,1020.4,1018.8,2.0,5.0,17.7,18.7,Yes,1.6,Yes,-31.746634699078918,150.04787277291757
22578,13/08/2014,NorfolkIsland,13.0,17.0,1.6,3.4,9.3,SSW,44.0,S,SSE,17.0,19.0,55.0,62.0,1023.4,1022.0,6.0,3.0,15.6,15.1,Yes,0.6,No,-31.746634699078918,150.04787277291757
22579,14/08/2014,NorfolkIsland,12.0,17.5,0.6,5.0,9.8,SSW,48.0,SW,SW,22.0,30.0,52.0,56.0,1024.4,1022.6,3.0,5.0,16.1,16.8,No,0.2,No,-31.746634699078918,150.04787277291757
22580,15/08/2014,NorfolkIsland,14.4,18.0,0.2,2.4,9.8,SSW,44.0,SSW,SSW,20.0,28.0,72.0,57.0,1023.3,1021.6,3.0,3.0,15.8,17.6,No,0.0,No,-31.746634699078918,150.04787277291757
22581,16/08/2014,NorfolkIsland,13.9,17.3,0.0,5.0,3.3,SSE,30.0,SSE,S,13.0,13.0,56.0,60.0,1023.3,1021.4,7.0,7.0,15.5,17.0,No,0.6,No,-31.746634699078918,150.04787277291757
22582,17/08/2014,NorfolkIsland,10.8,18.1,0.6,3.0,6.1,E,35.0,E,ESE,17.0,20.0,63.0,58.0,1023.6,1020.9,7.0,7.0,15.2,16.6,No,0.0,No,-31.746634699078918,150.04787277291757
22583,18/08/2014,NorfolkIsland,14.3,18.4,0.0,3.4,0.9,NE,57.0,NE,NE,31.0,26.0,70.0,78.0,1020.3,1017.0,7.0,8.0,16.7,17.1,No,56.8,Yes,-31.746634699078918,150.04787277291757
22584,19/08/2014,NorfolkIsland,16.1,20.5,56.8,5.4,8.3,NNE,57.0,WNW,WNW,20.0,26.0,95.0,80.0,1011.6,1009.7,7.0,1.0,18.1,19.6,Yes,0.6,No,-31.746634699078918,150.04787277291757
22585,20/08/2014,NorfolkIsland,16.1,19.8,0.6,4.2,9.9,W,59.0,WNW,W,31.0,35.0,82.0,70.0,1010.8,1009.9,3.0,1.0,18.0,19.1,No,0.4,No,-31.746634699078918,150.04787277291757
22586,21/08/2014,NorfolkIsland,15.5,18.1,0.4,4.4,7.9,SW,41.0,SW,S,20.0,24.0,71.0,69.0,1017.8,1017.6,3.0,6.0,17.4,17.2,No,0.4,No,-31.746634699078918,150.04787277291757
22587,22/08/2014,NorfolkIsland,13.5,17.9,0.4,3.6,9.0,SE,41.0,ESE,SE,19.0,20.0,62.0,60.0,1025.4,1024.5,5.0,1.0,17.2,17.1,No,0.4,No,-31.746634699078918,150.04787277291757
22588,23/08/2014,NorfolkIsland,13.5,17.4,0.4,3.6,4.5,E,56.0,E,E,30.0,31.0,76.0,55.0,1027.7,1026.3,7.0,5.0,15.3,16.3,No,0.0,No,-31.746634699078918,150.04787277291757
22589,24/08/2014,NorfolkIsland,13.1,18.3,0.0,5.6,8.0,E,50.0,E,E,30.0,30.0,50.0,48.0,1027.8,1025.4,5.0,6.0,15.5,16.8,No,0.0,No,-31.746634699078918,150.04787277291757
22590,25/08/2014,NorfolkIsland,14.8,16.6,0.0,6.0,0.3,ENE,59.0,E,ENE,30.0,33.0,69.0,87.0,1024.0,1021.0,7.0,8.0,16.4,15.4,No,21.0,Yes,-31.746634699078918,150.04787277291757
22591,26/08/2014,NorfolkIsland,13.3,17.2,21.0,3.8,0.0,ENE,81.0,ENE,ENE,43.0,50.0,87.0,93.0,1018.8,1013.5,7.0,8.0,13.8,15.1,Yes,17.2,Yes,-31.746634699078918,150.04787277291757
22592,27/08/2014,NorfolkIsland,13.7,20.0,17.2,2.4,2.0,ENE,65.0,E,NE,33.0,24.0,91.0,92.0,1012.4,1012.0,8.0,8.0,17.2,18.0,Yes,3.4,Yes,-31.746634699078918,150.04787277291757
22593,28/08/2014,NorfolkIsland,17.2,21.7,3.4,1.2,9.6,N,28.0,N,NNE,11.0,15.0,85.0,79.0,1016.6,1015.1,2.0,3.0,18.9,20.0,Yes,4.2,Yes,-31.746634699078918,150.04787277291757
22594,29/08/2014,NorfolkIsland,15.3,21.0,4.2,3.2,9.5,NW,35.0,NNW,WNW,11.0,19.0,76.0,76.0,1016.4,1014.2,1.0,1.0,19.0,19.8,Yes,0.2,No,-31.746634699078918,150.04787277291757
22595,30/08/2014,NorfolkIsland,14.9,19.5,0.2,2.6,9.5,WSW,24.0,W,W,7.0,15.0,87.0,75.0,1016.1,1013.5,5.0,4.0,17.0,18.6,No,0.0,No,-31.746634699078918,150.04787277291757
22596,31/08/2014,NorfolkIsland,13.4,20.3,0.0,3.4,8.7,N,35.0,NNW,NNW,11.0,19.0,68.0,75.0,1014.9,1012.0,1.0,6.0,18.5,18.0,No,0.8,No,-31.746634699078918,150.04787277291757
22597,01/09/2014,NorfolkIsland,16.5,19.7,0.8,3.2,8.6,WNW,41.0,WNW,W,24.0,24.0,79.0,79.0,1013.9,1012.7,3.0,3.0,18.5,18.4,No,0.2,No,-31.746634699078918,150.04787277291757
22598,02/09/2014,NorfolkIsland,14.3,19.1,0.2,3.4,10.1,SW,35.0,WSW,W,13.0,13.0,82.0,68.0,1017.1,1014.4,6.0,2.0,16.9,18.3,No,0.0,No,-31.746634699078918,150.04787277291757
22599,03/09/2014,NorfolkIsland,14.0,19.6,0.0,3.0,5.9,NNE,43.0,N,N,17.0,22.0,78.0,69.0,1013.3,1008.6,6.0,5.0,17.3,19.1,No,1.2,Yes,-31.746634699078918,150.04787277291757
22600,04/09/2014,NorfolkIsland,15.7,20.0,1.2,3.8,9.3,NW,61.0,NW,NW,30.0,39.0,71.0,64.0,1006.2,1005.0,2.0,3.0,18.4,19.4,Yes,0.0,No,-31.746634699078918,150.04787277291757
22601,05/09/2014,NorfolkIsland,17.2,19.9,0.0,5.8,8.8,WNW,61.0,WNW,WNW,39.0,37.0,68.0,75.0,1008.2,1007.4,5.0,6.0,18.4,18.1,No,0.0,No,-31.746634699078918,150.04787277291757
22602,06/09/2014,NorfolkIsland,16.1,19.2,0.0,4.0,10.2,WSW,44.0,WSW,SW,30.0,26.0,72.0,71.0,1013.4,1013.4,2.0,5.0,17.8,18.2,No,1.0,No,-31.746634699078918,150.04787277291757
22603,07/09/2014,NorfolkIsland,13.8,18.4,1.0,3.8,8.6,S,43.0,SSE,SSE,20.0,20.0,65.0,65.0,1021.4,1020.3,2.0,3.0,17.0,18.1,No,0.6,No,-31.746634699078918,150.04787277291757
22604,08/09/2014,NorfolkIsland,14.7,18.2,0.6,4.6,3.7,SE,37.0,SE,ESE,19.0,19.0,69.0,67.0,1024.7,1023.4,5.0,7.0,17.1,17.0,No,19.8,Yes,-31.746634699078918,150.04787277291757
22605,09/09/2014,NorfolkIsland,13.9,19.2,19.8,3.8,3.0,ENE,39.0,E,ENE,17.0,20.0,85.0,78.0,1023.6,1020.8,7.0,7.0,15.8,17.7,Yes,0.4,No,-31.746634699078918,150.04787277291757
22606,10/09/2014,NorfolkIsland,13.9,20.2,0.4,2.2,7.7,ENE,35.0,ENE,NE,19.0,20.0,82.0,77.0,1020.7,1018.2,2.0,6.0,17.4,18.8,No,0.0,No,-31.746634699078918,150.04787277291757
22607,11/09/2014,NorfolkIsland,15.1,20.7,0.0,3.0,9.7,ENE,28.0,NE,WSW,15.0,7.0,84.0,80.0,1019.3,1016.8,2.0,2.0,18.4,19.1,No,0.2,No,-31.746634699078918,150.04787277291757
22608,12/09/2014,NorfolkIsland,13.7,20.7,0.2,3.0,10.0,WNW,39.0,NW,W,20.0,22.0,84.0,81.0,1018.0,1016.6,5.0,3.0,18.8,19.6,No,0.0,No,-31.746634699078918,150.04787277291757
22609,13/09/2014,NorfolkIsland,15.9,18.8,0.0,4.8,9.9,SW,43.0,SW,SSW,26.0,26.0,57.0,45.0,1020.2,1019.6,1.0,1.0,17.2,17.6,No,0.0,No,-31.746634699078918,150.04787277291757
22610,14/09/2014,NorfolkIsland,13.6,18.2,0.0,5.4,7.8,S,31.0,S,S,17.0,19.0,52.0,45.0,1022.0,1019.0,7.0,2.0,15.8,17.4,No,0.0,No,-31.746634699078918,150.04787277291757
22611,15/09/2014,NorfolkIsland,13.2,18.2,0.0,5.0,0.4,SW,22.0,S,SE,9.0,13.0,58.0,53.0,1021.2,1018.3,6.0,7.0,16.7,16.9,No,0.0,No,-31.746634699078918,150.04787277291757
22612,16/09/2014,NorfolkIsland,14.4,19.6,0.0,2.0,9.8,WSW,22.0,W,WNW,13.0,11.0,52.0,43.0,1020.3,1017.9,1.0,1.0,17.7,19.1,No,0.0,No,-31.746634699078918,150.04787277291757
22613,17/09/2014,NorfolkIsland,12.7,18.8,0.0,4.0,2.2,ENE,33.0,NE,NNE,17.0,15.0,87.0,82.0,1018.9,1016.2,7.0,7.0,15.5,17.8,No,0.2,No,-31.746634699078918,150.04787277291757
22614,18/09/2014,NorfolkIsland,14.9,22.1,0.2,2.4,7.2,W,33.0,NE,WNW,13.0,13.0,87.0,69.0,1017.8,1013.8,7.0,1.0,18.7,21.1,No,0.0,No,-31.746634699078918,150.04787277291757
22615,19/09/2014,NorfolkIsland,16.5,19.9,0.0,2.4,10.4,SW,39.0,WSW,WSW,22.0,24.0,72.0,63.0,1016.6,1014.5,2.0,5.0,18.7,18.5,No,0.0,No,-31.746634699078918,150.04787277291757
22616,20/09/2014,NorfolkIsland,15.5,19.4,0.0,6.8,10.5,W,54.0,W,W,24.0,33.0,56.0,53.0,1017.1,1014.3,2.0,3.0,17.8,18.8,No,0.0,No,-31.746634699078918,150.04787277291757
22617,21/09/2014,NorfolkIsland,14.8,18.7,0.0,6.2,8.8,SW,56.0,SW,SW,30.0,30.0,62.0,54.0,1018.2,1018.0,7.0,5.0,16.5,16.5,No,0.0,No,-31.746634699078918,150.04787277291757
22618,22/09/2014,NorfolkIsland,14.6,19.0,0.0,6.0,9.1,SW,54.0,SW,SSW,30.0,31.0,69.0,58.0,1021.9,1020.2,3.0,5.0,17.0,17.8,No,0.8,No,-31.746634699078918,150.04787277291757
22619,23/09/2014,NorfolkIsland,13.7,18.6,0.8,5.4,6.9,S,39.0,S,SSE,17.0,20.0,76.0,50.0,1025.4,1023.7,7.0,6.0,16.1,17.5,No,0.2,No,-31.746634699078918,150.04787277291757
22620,24/09/2014,NorfolkIsland,13.8,18.4,0.2,4.2,6.0,SSE,31.0,SE,SE,13.0,20.0,62.0,57.0,1026.5,1023.8,7.0,6.0,16.7,17.3,No,0.0,No,-31.746634699078918,150.04787277291757
22621,25/09/2014,NorfolkIsland,11.5,19.3,0.0,4.6,7.1,ENE,28.0,NE,SE,13.0,15.0,60.0,63.0,1023.6,1021.6,1.0,5.0,17.0,17.2,No,0.0,No,-31.746634699078918,150.04787277291757
22622,26/09/2014,NorfolkIsland,13.7,20.5,0.0,4.4,8.3,N,31.0,NNE,N,13.0,15.0,54.0,55.0,1019.7,1015.9,7.0,2.0,17.8,19.5,No,0.0,No,-31.746634699078918,150.04787277291757
22623,27/09/2014,NorfolkIsland,15.7,21.1,0.0,4.0,6.6,N,46.0,N,WNW,20.0,22.0,84.0,85.0,1012.6,1010.4,7.0,6.0,19.2,19.7,No,1.0,No,-31.746634699078918,150.04787277291757
22624,28/09/2014,NorfolkIsland,15.4,19.7,1.0,3.2,6.8,S,48.0,WSW,SSW,17.0,20.0,75.0,68.0,1014.0,1012.2,7.0,5.0,17.0,18.4,No,13.2,Yes,-31.746634699078918,150.04787277291757
22625,29/09/2014,NorfolkIsland,13.6,18.3,13.2,4.6,7.5,SSW,50.0,S,S,22.0,24.0,60.0,59.0,1016.1,1014.4,3.0,2.0,16.7,16.9,Yes,0.0,No,-31.746634699078918,150.04787277291757
22626,30/09/2014,NorfolkIsland,14.9,18.6,0.0,7.0,6.7,SSW,52.0,SSW,S,26.0,26.0,70.0,73.0,1019.7,1018.2,6.0,7.0,16.6,17.6,No,0.0,No,-31.746634699078918,150.04787277291757
22627,01/10/2014,NorfolkIsland,13.8,19.1,0.0,3.8,11.5,SSW,28.0,SW,SW,15.0,15.0,57.0,53.0,1019.6,1016.7,1.0,1.0,17.3,18.2,No,0.0,No,-31.746634699078918,150.04787277291757
22628,02/10/2014,NorfolkIsland,13.4,19.8,0.0,5.4,5.0,WSW,54.0,WNW,WSW,28.0,33.0,59.0,59.0,1015.0,1012.7,7.0,7.0,18.8,17.7,No,0.4,No,-31.746634699078918,150.04787277291757
22629,03/10/2014,NorfolkIsland,14.6,19.7,0.4,4.4,10.2,WSW,41.0,WSW,W,22.0,26.0,59.0,59.0,1016.9,1015.5,2.0,7.0,17.6,18.8,No,1.4,Yes,-31.746634699078918,150.04787277291757
22630,04/10/2014,NorfolkIsland,14.1,19.5,1.4,5.0,10.2,WSW,43.0,SSW,SSW,22.0,19.0,82.0,65.0,1020.6,1019.3,6.0,3.0,17.3,18.2,Yes,0.0,No,-31.746634699078918,150.04787277291757
22631,05/10/2014,NorfolkIsland,14.1,18.1,0.0,5.2,0.5,SSE,20.0,ESE,SE,6.0,11.0,53.0,52.0,1024.6,1022.6,7.0,7.0,17.0,17.7,No,0.0,No,-31.746634699078918,150.04787277291757
22632,06/10/2014,NorfolkIsland,13.3,18.7,0.0,2.8,2.7,SE,22.0,NE,SSE,2.0,9.0,51.0,51.0,1024.1,1021.6,7.0,7.0,17.7,17.9,No,0.0,No,-31.746634699078918,150.04787277291757
22633,07/10/2014,NorfolkIsland,12.6,19.7,0.0,3.0,11.4,NE,39.0,E,ENE,19.0,26.0,57.0,63.0,1022.2,1019.3,1.0,1.0,18.6,19.1,No,0.0,No,-31.746634699078918,150.04787277291757
22634,08/10/2014,NorfolkIsland,14.9,21.3,0.0,5.4,11.8,NE,41.0,NE,NNE,24.0,24.0,71.0,76.0,1019.8,1017.1,1.0,2.0,19.7,20.0,No,0.2,No,-31.746634699078918,150.04787277291757
22635,09/10/2014,NorfolkIsland,16.3,22.9,0.2,5.0,10.2,NNE,31.0,NNE,NNE,13.0,17.0,85.0,75.0,1017.1,1014.0,5.0,3.0,19.7,21.0,No,0.4,No,-31.746634699078918,150.04787277291757
22636,10/10/2014,NorfolkIsland,17.3,19.9,0.4,3.8,6.8,SSW,48.0,SSW,S,26.0,28.0,77.0,70.0,1013.6,1012.1,7.0,6.0,17.6,18.9,No,0.0,No,-31.746634699078918,150.04787277291757
22637,11/10/2014,NorfolkIsland,14.6,19.6,0.0,6.6,9.9,SSE,50.0,SSE,SSE,26.0,28.0,56.0,54.0,1016.9,1015.9,6.0,6.0,17.6,17.6,No,0.0,No,-31.746634699078918,150.04787277291757
22638,12/10/2014,NorfolkIsland,15.2,19.7,0.0,6.0,9.9,SSE,43.0,SSE,SE,22.0,24.0,64.0,56.0,1019.9,1019.1,5.0,4.0,16.9,17.8,No,0.0,No,-31.746634699078918,150.04787277291757
22639,13/10/2014,NorfolkIsland,14.3,19.1,0.0,7.0,9.1,SE,35.0,ESE,ESE,15.0,19.0,51.0,68.0,1021.3,1019.6,5.0,7.0,18.1,17.4,No,0.0,No,-31.746634699078918,150.04787277291757
22640,14/10/2014,NorfolkIsland,13.3,20.7,0.0,5.0,9.5,ENE,35.0,E,ENE,22.0,22.0,64.0,58.0,1021.3,1020.4,5.0,4.0,18.2,19.4,No,0.0,No,-31.746634699078918,150.04787277291757
22641,15/10/2014,NorfolkIsland,14.0,21.1,0.0,6.6,6.2,ENE,37.0,NE,NE,15.0,20.0,58.0,80.0,1022.8,1021.1,1.0,7.0,19.3,18.5,No,0.0,No,-31.746634699078918,150.04787277291757
22642,16/10/2014,NorfolkIsland,17.4,21.5,0.0,3.6,7.2,NE,44.0,NE,NE,30.0,20.0,79.0,76.0,1022.0,1020.7,7.0,7.0,19.3,20.2,No,2.6,Yes,-31.746634699078918,150.04787277291757
22643,17/10/2014,NorfolkIsland,17.5,21.3,2.6,3.6,1.5,NE,35.0,NNE,NE,22.0,17.0,94.0,88.0,1021.3,1019.3,7.0,7.0,17.5,19.7,Yes,18.8,Yes,-31.746634699078918,150.04787277291757
22644,18/10/2014,NorfolkIsland,16.7,20.8,18.8,3.6,0.0,NNE,35.0,WNW,WSW,9.0,7.0,88.0,95.0,1020.7,1019.0,8.0,8.0,18.6,17.0,Yes,32.2,Yes,-31.746634699078918,150.04787277291757
22645,19/10/2014,NorfolkIsland,16.2,20.2,32.2,2.6,10.5,SE,43.0,SSE,SSE,20.0,22.0,73.0,60.0,1021.9,1020.4,5.0,1.0,17.7,18.6,Yes,0.0,No,-31.746634699078918,150.04787277291757
22646,20/10/2014,NorfolkIsland,14.6,19.5,0.0,6.0,11.5,SSE,33.0,S,SSE,19.0,20.0,63.0,62.0,1022.8,1020.7,5.0,6.0,18.0,18.6,No,0.0,No,-31.746634699078918,150.04787277291757
22647,21/10/2014,NorfolkIsland,14.3,19.5,0.0,5.4,7.8,SW,31.0,SSW,SW,13.0,20.0,51.0,53.0,1022.7,1020.8,7.0,5.0,17.2,18.9,No,3.2,Yes,-31.746634699078918,150.04787277291757
22648,22/10/2014,NorfolkIsland,13.9,19.1,3.2,4.6,9.2,S,33.0,S,SW,19.0,19.0,57.0,58.0,1020.2,1018.3,7.0,2.0,17.1,17.8,Yes,0.0,No,-31.746634699078918,150.04787277291757
22649,23/10/2014,NorfolkIsland,14.3,20.0,0.0,5.0,10.8,SSW,33.0,SW,S,19.0,22.0,67.0,57.0,1018.6,1017.2,5.0,3.0,17.6,19.0,No,0.0,No,-31.746634699078918,150.04787277291757
22650,24/10/2014,NorfolkIsland,15.0,20.6,0.0,5.8,12.2,SSE,33.0,SSE,SE,19.0,15.0,65.0,62.0,1021.1,1020.0,2.0,1.0,18.2,19.2,No,0.0,No,-31.746634699078918,150.04787277291757
22651,25/10/2014,NorfolkIsland,15.2,19.9,0.0,5.6,7.2,S,33.0,SE,ESE,13.0,20.0,72.0,61.0,1021.9,1020.0,7.0,2.0,16.9,19.0,No,1.6,Yes,-31.746634699078918,150.04787277291757
22652,26/10/2014,NorfolkIsland,14.6,19.2,1.6,5.6,11.0,E,41.0,E,SE,20.0,17.0,58.0,54.0,1021.7,1019.8,1.0,1.0,18.2,18.4,Yes,0.0,No,-31.746634699078918,150.04787277291757
22653,27/10/2014,NorfolkIsland,12.9,22.0,0.0,5.6,12.6,NW,33.0,NNW,N,11.0,13.0,67.0,61.0,1018.7,1016.8,2.0,1.0,18.3,20.6,No,0.0,No,-31.746634699078918,150.04787277291757
22654,28/10/2014,NorfolkIsland,17.2,22.3,0.0,5.4,12.4,WNW,37.0,WNW,WNW,20.0,19.0,73.0,66.0,1018.0,1017.0,2.0,1.0,20.4,21.2,No,0.0,No,-31.746634699078918,150.04787277291757
22655,29/10/2014,NorfolkIsland,18.4,22.7,0.0,5.4,11.5,NNW,43.0,NW,NW,20.0,26.0,80.0,75.0,1016.2,1014.4,5.0,1.0,20.7,21.6,No,0.0,No,-31.746634699078918,150.04787277291757
22656,30/10/2014,NorfolkIsland,17.9,22.0,0.0,6.2,11.3,SE,35.0,ESE,ESE,19.0,19.0,68.0,64.0,1017.8,1016.9,1.0,2.0,19.8,20.7,No,0.0,No,-31.746634699078918,150.04787277291757
22657,31/10/2014,NorfolkIsland,14.6,22.2,0.0,5.6,11.9,SE,30.0,SE,SE,15.0,19.0,71.0,65.0,1020.6,1019.6,1.0,1.0,19.0,20.8,No,0.0,No,-31.746634699078918,150.04787277291757
22658,01/11/2014,NorfolkIsland,14.9,21.9,0.0,5.4,6.7,ENE,43.0,E,ENE,26.0,28.0,66.0,70.0,1022.6,1020.0,3.0,4.0,19.9,21.0,No,1.6,Yes,-31.746634699078918,150.04787277291757
22659,02/11/2014,NorfolkIsland,18.5,24.0,1.6,5.0,10.2,NNE,39.0,NNE,NW,20.0,20.0,87.0,70.0,1019.7,1018.0,7.0,6.0,21.0,23.6,Yes,0.0,No,-31.746634699078918,150.04787277291757
22660,03/11/2014,NorfolkIsland,18.7,23.0,0.0,4.8,2.7,SE,35.0,NW,SSE,19.0,15.0,78.0,87.0,1018.4,1017.1,6.0,8.0,21.6,19.4,No,19.6,Yes,-31.746634699078918,150.04787277291757
22661,04/11/2014,NorfolkIsland,14.8,18.8,19.6,5.4,0.9,SE,41.0,SSE,SE,22.0,26.0,96.0,68.0,1019.9,1018.0,8.0,7.0,14.8,18.3,Yes,8.4,Yes,-31.746634699078918,150.04787277291757
22662,05/11/2014,NorfolkIsland,14.8,20.2,8.4,3.4,10.8,SSE,35.0,SE,SE,22.0,22.0,61.0,51.0,1021.0,1019.4,3.0,1.0,18.4,18.9,Yes,0.0,No,-31.746634699078918,150.04787277291757
22663,06/11/2014,NorfolkIsland,13.3,20.0,0.0,6.2,11.4,E,46.0,ESE,E,24.0,22.0,60.0,51.0,1020.4,1019.7,2.0,7.0,17.8,18.7,No,0.0,No,-31.746634699078918,150.04787277291757
22664,07/11/2014,NorfolkIsland,15.3,21.2,0.0,6.6,7.3,E,50.0,E,ENE,30.0,28.0,59.0,67.0,1020.6,1018.6,6.0,7.0,20.0,18.7,No,0.4,No,-31.746634699078918,150.04787277291757
22665,08/11/2014,NorfolkIsland,16.7,21.4,0.4,6.4,6.5,E,52.0,E,E,28.0,26.0,62.0,76.0,1019.4,1017.1,7.0,6.0,19.8,19.3,No,6.0,Yes,-31.746634699078918,150.04787277291757
22666,09/11/2014,NorfolkIsland,15.7,20.3,6.0,7.4,11.8,ESE,56.0,ESE,ESE,28.0,28.0,61.0,54.0,1018.2,1017.6,6.0,5.0,19.0,18.7,Yes,0.0,No,-31.746634699078918,150.04787277291757
22667,10/11/2014,NorfolkIsland,16.4,20.5,0.0,7.4,11.4,ESE,39.0,ESE,SE,26.0,24.0,56.0,56.0,1017.6,1016.1,7.0,3.0,19.8,19.5,No,0.0,No,-31.746634699078918,150.04787277291757
22668,11/11/2014,NorfolkIsland,14.6,20.3,0.0,7.6,12.6,WSW,35.0,SSE,WSW,15.0,17.0,48.0,52.0,1016.4,1014.2,1.0,1.0,19.1,19.4,No,0.2,No,-31.746634699078918,150.04787277291757
22669,12/11/2014,NorfolkIsland,17.7,21.7,0.2,6.4,8.6,WSW,43.0,SW,WSW,22.0,26.0,70.0,62.0,1013.6,1010.9,4.0,,20.1,20.4,No,0.8,No,-31.746634699078918,150.04787277291757
22670,13/11/2014,NorfolkIsland,15.4,20.6,0.8,7.1,9.6,WSW,56.0,SSW,S,26.0,28.0,66.0,55.0,1014.4,1015.4,4.0,2.0,19.2,18.7,No,0.0,No,-31.746634699078918,150.04787277291757
22671,14/11/2014,NorfolkIsland,12.5,19.4,0.0,6.8,12.9,S,28.0,SSE,SSE,17.0,15.0,43.0,47.0,1021.9,1020.5,1.0,1.0,17.7,18.3,No,0.0,No,-31.746634699078918,150.04787277291757
22672,15/11/2014,NorfolkIsland,13.4,21.2,0.0,5.8,12.3,WNW,35.0,NW,WNW,15.0,20.0,53.0,52.0,1019.4,1017.2,1.0,3.0,18.8,20.7,No,0.0,No,-31.746634699078918,150.04787277291757
22673,16/11/2014,NorfolkIsland,17.7,23.0,0.0,6.6,10.0,WNW,41.0,WNW,WNW,24.0,24.0,73.0,71.0,1015.7,1013.5,6.0,3.0,20.8,22.0,No,0.0,No,-31.746634699078918,150.04787277291757
22674,17/11/2014,NorfolkIsland,19.0,23.5,0.0,6.4,9.7,WNW,52.0,NW,NW,20.0,28.0,82.0,77.0,1014.2,1012.5,5.0,6.0,20.9,22.9,No,3.4,Yes,-31.746634699078918,150.04787277291757
22675,18/11/2014,NorfolkIsland,18.0,22.4,3.4,5.2,9.4,WNW,39.0,SSE,SSW,17.0,17.0,86.0,69.0,,1015.6,6.0,6.0,19.9,22.1,Yes,0.0,No,-31.746634699078918,150.04787277291757
22676,19/11/2014,NorfolkIsland,17.2,22.6,0.0,5.4,12.7,SSW,33.0,SSE,S,17.0,22.0,63.0,60.0,1019.7,1018.7,4.0,2.0,19.9,21.2,No,0.0,No,-31.746634699078918,150.04787277291757
22677,20/11/2014,NorfolkIsland,16.1,22.1,0.0,7.0,12.4,SSE,33.0,SE,SE,17.0,19.0,65.0,56.0,1022.9,1022.1,6.0,2.0,20.0,20.7,No,0.0,No,-31.746634699078918,150.04787277291757
22678,21/11/2014,NorfolkIsland,15.0,22.1,0.0,7.0,11.6,E,33.0,ENE,ENE,17.0,19.0,53.0,58.0,1023.8,1020.9,5.0,1.0,20.5,20.4,No,0.0,No,-31.746634699078918,150.04787277291757
22679,22/11/2014,NorfolkIsland,17.0,22.8,0.0,7.0,10.9,ENE,31.0,NE,ESE,11.0,19.0,53.0,55.0,1022.4,1021.4,7.0,1.0,20.6,21.3,No,0.0,No,-31.746634699078918,150.04787277291757
22680,23/11/2014,NorfolkIsland,15.3,23.3,0.0,5.8,10.8,ENE,28.0,NE,NE,13.0,15.0,59.0,60.0,1023.0,1021.9,3.0,2.0,20.4,21.2,No,0.0,No,-31.746634699078918,150.04787277291757
22681,24/11/2014,NorfolkIsland,15.7,22.7,0.0,5.4,9.3,SW,26.0,NE,SE,13.0,13.0,65.0,64.0,1022.7,1021.5,5.0,7.0,20.7,21.3,No,0.0,No,-31.746634699078918,150.04787277291757
22682,25/11/2014,NorfolkIsland,15.6,23.8,0.0,4.8,11.8,E,35.0,NE,SW,15.0,6.0,64.0,61.0,1020.7,1018.8,2.0,1.0,21.5,22.2,No,0.0,No,-31.746634699078918,150.04787277291757
22683,26/11/2014,NorfolkIsland,16.9,23.8,0.0,6.0,10.4,ENE,30.0,NE,ESE,17.0,15.0,63.0,61.0,1019.4,1018.5,1.0,3.0,21.8,23.0,No,0.0,No,-31.746634699078918,150.04787277291757
22684,27/11/2014,NorfolkIsland,17.8,22.9,0.0,5.8,0.5,SSE,19.0,NNE,SSE,11.0,9.0,71.0,69.0,1018.3,1015.7,7.0,7.0,21.6,21.9,No,0.0,No,-31.746634699078918,150.04787277291757
22685,28/11/2014,NorfolkIsland,17.4,23.5,0.0,1.8,3.9,SE,41.0,NW,SSE,13.0,22.0,66.0,90.0,1015.2,1014.6,7.0,8.0,22.1,19.3,No,1.0,No,-31.746634699078918,150.04787277291757
22686,29/11/2014,NorfolkIsland,17.2,21.5,1.0,6.2,10.0,SE,37.0,SE,SE,24.0,20.0,53.0,50.0,1017.5,1016.3,3.0,7.0,19.5,20.0,No,0.0,No,-31.746634699078918,150.04787277291757
